player,hands,all-in_adj_bb,all-in_adj_bb_100,my_c_all-in_adj,vpip,pfr,call_any_pfr,3bet_pf,fold_to_3bet,4bet_pf,fold_to_4bet+,limp,total_af,cbet_f,cbet_t,cbet_r,fold_to_f_cbet,fold_to_t_cbet,fold_to_r_cbet,xr_flop,xr_turn,xr_river,fold_to_f_xr,fold_to_t_xr,fold_to_r_xr
rob729249,1074,-803.6,-74.82,-200.9,77.86,1.15,63.93,0.93,92.39,2.3,83.33,89.91,0.87,66.67,0.0,51.94104895104895,40.15,64.52,57.14,1.11,3.37,2.86,66.67,100.0,50.0
PieNew8,1074,10.64,0.99,2.66,27.9,22.39,12.84,12.03,69.12,14.29,70.0,1.69,1.71,54.02,58.33,83.33,37.84,45.45,50.0,14.63,4.35,0.0,33.33,0.0,50.0
F250GTO79,1073,-303.08,-28.25,-75.77,32.98,22.82,24.06,11.92,71.25,2.56,53.85,0.35,6.26,80.85,86.67,46.67,45.45,70.0,0.0,0.0,0.0,0.0,66.67,100.0,50.0
Mariodax,1073,-166.88,-15.55,-41.72,32.01,20.09,29.96,4.4,64.29,1.22,66.67,1.02,1.63,51.9,41.18,33.33,47.22,27.78,50.0,2.82,9.38,0.0,42.86,100.0,50.0
ty66623,1071,-1648.96,-153.96,-412.24,59.79,24.42,60.22,9.76,28.46,7.02,15.79,21.52,1.68,53.01,41.67,40.0,25.73,30.43,81.82,14.84,5.66,0.0,8.33,50.0,50.0
Alexander_Bkb,1070,-207.24,-19.37,-51.81,22.09,19.02,9.41,9.02,71.62,12.68,42.86,0.0,1.89,49.35,54.17,42.86,50.0,85.71,47.36400357462019,3.85,0.0,10.0,0.0,42.11,100.0
Jesse403,1068,-389.84,-36.5,-97.46,23.75,12.36,26.86,1.29,76.47,2.99,66.67,1.66,2.03,80.43,90.0,75.0,43.48,53.85,100.0,8.57,9.52,0.0,40.0,100.0,50.0
Elvisc8_96,1065,104.72,9.83,26.18,28.79,22.71,16.95,8.55,69.86,9.86,46.15,0.5,2.2,82.18,42.86,75.0,40.48,20.0,100.0,9.68,4.0,0.0,50.0,100.0,50.0
JOSE VARGA5,1065,63.0,5.92,15.75,25.75,20.93,13.26,7.69,75.0,5.63,40.0,0.17,1.7,63.1,32.14,60.0,44.44,18.18,100.0,2.5,11.11,0.0,50.0,25.0,50.0
simabalan,1064,-682.4,-64.14,-170.6,24.42,2.5,23.92,3.1,77.78,5.88,37.5,26.1,0.59,43.75,100.0,51.94104895104895,41.18,20.0,18.18,0.0,0.0,0.0,0.0,42.11,0.0
rotundul,1064,49.28,4.63,12.32,25.53,21.47,10.74,10.31,81.82,4.76,27.27,1.04,3.34,74.16,31.43,100.0,48.0,71.43,47.36400357462019,24.0,10.53,0.0,20.0,0.0,50.0
pPetroZ..,1061,-179.56,-16.92,-44.89,25.05,17.79,14.69,3.87,89.19,1.37,75.0,1.79,3.09,75.0,56.25,33.33,47.37,50.0,47.36400357462019,0.0,0.0,0.0,100.0,0.0,50.0
barrez31,1058,-98.36,-9.3,-24.59,54.48,22.61,48.43,12.01,54.81,4.95,53.85,24.08,2.76,82.72,71.88,50.0,30.94,35.9,54.55,15.29,18.92,4.35,25.0,37.5,50.0
willamduffy,1058,-82.72,-7.82,-20.68,21.61,17.67,10.65,7.77,73.13,14.06,72.73,0.51,2.22,51.28,47.06,75.0,38.71,20.0,0.0,32.14,10.53,0.0,0.0,50.0,0.0
ljjohansson,1058,-476.64,-45.05,-119.16,29.87,17.07,24.7,3.87,73.42,1.32,60.0,5.07,1.93,58.33,31.25,33.33,37.29,68.75,66.67,8.93,3.03,0.0,66.67,0.0,50.0
knerrad29,1057,72.76,6.88,18.19,22.1,17.88,12.72,8.74,79.22,2.63,40.0,0.33,2.5,63.64,47.06,100.0,54.29,50.0,50.0,9.38,0.0,0.0,50.0,42.11,50.0
javier_Dex,1057,653.32,61.81,163.33,25.17,21.84,10.15,12.85,78.95,6.76,62.5,0.0,1.38,43.82,60.0,80.0,32.35,16.67,100.0,2.86,11.11,0.0,50.0,0.0,50.0
julehtin,1054,-53.76,-5.1,-13.44,21.98,16.5,15.83,6.73,67.57,5.48,100.0,0.0,1.6,61.02,25.0,33.33,43.18,33.33,75.0,5.88,13.64,5.26,50.0,0.0,50.0
mackattac419,1053,-811.64,-77.08,-202.91,50.59,7.68,54.31,2.61,52.33,3.66,57.14,41.43,1.43,22.58,66.67,100.0,27.78,40.43,42.86,4.12,3.92,14.29,40.0,60.0,100.0
faier faier,1049,-356.76,-34.01,-89.19,33.72,7.33,42.68,4.05,65.45,5.66,50.0,21.98,0.94,44.83,42.86,100.0,48.21,39.29,57.14,2.22,0.0,3.85,100.0,0.0,50.0
Kgrv13,1048,-2864.6,-273.34,-716.15,76.55,13.54,65.61,12.54,49.04,23.4,23.81,70.06,5.37,89.47,95.83,85.71,51.28,59.09,47.36400357462019,14.08,9.09,13.33,38.1,29.41,100.0
ribsch,1047,-109.92,-10.5,-27.48,32.19,24.26,21.91,13.37,69.86,1.45,10.0,0.53,2.09,84.26,37.93,50.0,26.09,33.33,20.0,3.45,10.71,7.14,0.0,0.0,100.0
navgul14,1047,-272.96,-26.07,-68.24,41.06,8.74,38.55,5.56,84.93,1.37,100.0,31.63,1.78,44.44,83.33,100.0,49.04,73.08,100.0,1.98,5.41,0.0,50.0,0.0,50.0
BrittneySlayes,1046,-161.08,-15.4,-40.27,30.91,12.27,30.22,3.64,80.28,4.35,40.0,13.41,1.92,77.08,15.0,0.0,40.0,52.94,66.67,10.45,7.14,7.69,100.0,100.0,50.0
maraneddu,1043,-580.4,-55.65,-145.1,60.3,20.59,45.61,4.76,73.91,2.75,54.55,35.37,4.16,76.92,60.71,91.67,50.0,40.0,50.0,11.11,4.35,0.0,66.67,33.33,100.0
nblazy,1043,-179.36,-17.2,-44.84,25.02,14.48,23.94,1.55,70.13,2.63,77.78,2.28,1.49,32.35,30.77,51.94104895104895,71.43,66.67,0.0,1.85,4.76,20.0,40.0,42.11,50.0
MannesmannArcor,1037,-34.0,-3.28,-8.5,32.8,21.39,24.18,11.0,62.35,11.9,33.33,3.07,5.5,68.82,57.69,25.0,61.54,66.67,0.0,9.8,0.0,0.0,0.0,100.0,0.0
twtommyw,1037,-910.0,-87.75,-227.5,47.57,9.02,50.26,4.18,43.82,3.9,16.67,36.97,2.42,52.08,33.33,50.0,19.82,20.0,62.5,14.93,28.57,5.26,30.0,14.29,50.0
mke0,1035,-432.04,-41.74,-108.01,42.49,5.47,50.67,3.19,76.71,1.39,50.0,31.84,1.8,75.0,54.55,75.0,49.55,45.0,33.33,1.1,0.0,0.0,0.0,50.0,50.0
Historian824,1034,-556.48,-53.82,-139.12,34.69,24.95,22.95,9.87,77.42,4.35,84.62,0.0,1.55,46.0,40.91,80.0,36.76,47.06,66.67,25.0,0.0,0.0,50.0,100.0,50.0
xRaoulFlushx,1033,-287.36,-27.82,-71.84,24.83,21.16,9.85,9.21,72.37,12.33,72.73,0.53,1.64,54.88,52.38,33.33,34.48,38.46,50.0,12.5,4.55,10.0,0.0,42.11,50.0
FlopLuver69,1033,-218.16,-21.12,-54.54,24.7,16.24,17.84,7.26,87.18,4.05,60.0,2.41,1.56,90.38,60.0,10.0,34.88,43.75,50.0,0.0,0.0,0.0,40.0,42.11,50.0
FrankJaeger88,1032,-605.24,-58.65,-151.31,38.33,19.66,42.91,0.25,51.0,5.21,80.0,3.54,1.58,44.0,46.15,66.67,38.84,44.83,33.33,7.92,4.76,5.0,50.0,0.0,0.0
gambo988,1032,-355.88,-34.48,-88.97,24.19,17.77,14.96,6.36,79.73,5.41,60.0,0.55,1.26,70.18,41.18,100.0,42.22,38.46,16.67,5.56,0.0,16.67,0.0,0.0,50.0
XepcoHCity,1031,-72.16,-7.0,-18.04,22.33,19.22,9.64,9.41,78.79,6.35,75.0,0.0,1.77,51.72,60.0,100.0,67.74,60.0,100.0,3.33,0.0,0.0,100.0,100.0,50.0
Arnik1994,1031,-278.16,-26.98,-69.54,25.05,20.14,12.8,9.84,69.12,5.97,54.55,1.33,2.52,57.89,47.83,25.0,64.71,50.0,50.0,0.0,0.0,0.0,100.0,100.0,50.0
teko1310,1028,-252.28,-24.54,-63.07,52.99,4.58,56.34,4.25,80.82,0.0,66.67,46.94,1.14,67.86,66.67,51.94104895104895,45.68,42.86,43.75,3.1,1.75,8.33,0.0,0.0,50.0
charesma93,1027,-98.08,-9.55,-24.52,36.89,2.79,27.58,1.65,87.67,4.23,0.0,43.31,4.23,56.25,100.0,50.0,63.24,69.23,47.36400357462019,0.0,0.0,0.0,33.33,33.33,100.0
DreamFlopz69,1027,-33.52,-3.26,-8.38,34.1,20.06,34.43,4.74,47.52,3.16,50.0,3.2,2.71,69.01,47.62,33.33,20.48,35.29,0.0,35.38,5.41,18.18,20.0,50.0,50.0
Frederehh,1026,-256.76,-25.03,-64.19,24.98,20.68,11.78,11.32,77.14,8.96,54.55,0.53,1.08,41.43,53.85,33.33,34.29,41.18,75.0,0.0,8.7,0.0,33.33,100.0,50.0
macfaelan,1026,303.12,29.54,75.78,24.97,21.64,10.11,12.03,70.31,11.11,64.71,0.88,2.0,63.22,48.0,50.0,18.18,25.0,0.0,12.9,5.26,16.67,50.0,33.33,50.0
pleasbgentle,1025,300.68,29.33,75.17,23.71,19.22,11.84,7.89,86.57,1.54,60.0,0.35,1.8,50.72,47.37,0.0,40.74,33.33,50.0,19.35,14.29,0.0,40.0,33.33,50.0
Agro97,1024,101.4,9.9,25.35,24.45,20.5,11.66,9.84,72.45,10.64,57.14,0.72,1.84,75.71,39.29,33.33,43.75,66.67,0.0,7.41,0.0,0.0,25.0,100.0,100.0
Nooni2k,1018,-452.12,-44.41,-113.03,23.85,19.34,11.74,11.9,75.76,1.54,81.25,0.93,3.59,71.05,45.45,16.67,42.86,80.0,100.0,11.54,0.0,0.0,60.0,0.0,50.0
Tokerpars,1014,234.64,23.14,58.66,37.16,15.33,34.75,4.92,59.04,9.21,60.0,16.61,2.38,57.14,61.11,37.5,33.77,35.29,40.0,20.83,14.29,0.0,50.0,50.0,100.0
HellKnight67,1014,-187.6,-18.5,-46.9,51.67,4.46,47.54,3.56,67.12,10.29,0.0,54.07,1.21,66.67,50.0,0.0,35.76,20.0,50.0,6.19,9.62,4.55,0.0,42.11,50.0
Davinao,1014,204.6,20.18,51.15,26.1,17.53,16.77,7.54,71.43,6.85,60.0,3.21,1.9,62.5,47.62,40.0,36.59,62.5,33.33,13.89,10.0,27.27,0.0,0.0,50.0
junwen1124,1012,11.96,1.18,2.99,29.45,16.91,29.48,1.62,69.41,4.88,100.0,2.03,1.85,71.43,68.0,71.43,37.93,35.29,25.0,7.5,18.52,14.29,100.0,0.0,50.0
papagiorg,1011,-469.92,-46.48,-117.48,51.41,20.61,47.76,10.07,52.34,2.06,63.64,26.39,1.31,45.88,38.46,50.0,38.85,56.76,83.33,11.21,1.69,6.9,0.0,0.0,50.0
tournidis,1008,-453.32,-44.97,-113.33,30.68,5.61,24.65,4.26,74.19,3.7,20.0,30.58,4.49,57.14,100.0,100.0,35.48,44.44,0.0,29.31,14.29,0.0,25.0,66.67,50.0
HARK 04,1008,112.68,11.18,28.17,29.01,19.61,23.26,3.91,75.27,2.22,40.0,1.39,2.46,75.36,50.0,50.0,48.0,66.67,0.0,4.65,10.0,0.0,0.0,42.11,50.0
lostre1014,1006,441.84,43.92,110.46,45.93,10.49,53.13,1.12,52.0,0.0,66.67,28.34,1.05,73.17,76.92,40.0,27.03,30.19,33.33,3.74,7.84,0.0,0.0,50.0,50.0
