player,hands,all-in_adj_bb,all-in_adj_bb_100,my_c_all-in_adj,vpip,pfr,call_any_pfr,3bet_pf,fold_to_3bet,4bet_pf,fold_to_4bet+,limp,total_af,cbet_f,cbet_t,cbet_r,fold_to_f_cbet,fold_to_t_cbet,fold_to_r_cbet,xr_flop,xr_turn,xr_river,fold_to_f_xr,fold_to_t_xr,fold_to_r_xr
emma2752,5,-3.4,-68.0,-0.85,20.0,0.0,20.0,0.0,,,,,,,,,100.0,,,0.0,,,,,
ayymoahmed,5,-143.72,-2874.4,-35.93,100.0,80.0,60.0,50.0,0.0,100.0,0.0,0.0,1.5,100.0,100.0,,,,,,,,,0.0,
inneverwinaa,5,-67.28,-1345.6,-16.82,40.0,0.0,50.0,0.0,100.0,0.0,,50.0,0.25,,,,0.0,,,,,,,,
kÃ¸llbichler,5,-7.8,-156.0,-1.95,75.0,25.0,0.0,50.0,,,,100.0,,0.0,,,,,,,0.0,,100.0,,
BicheHunter,5,-80.0,-1600.0,-20.0,20.0,0.0,33.33,0.0,,,,0.0,,,,,,,,,,,,,
Raffione7824,5,-92.0,-1840.0,-23.0,80.0,20.0,100.0,0.0,0.0,0.0,,50.0,0.5,,,,,,,,0.0,,,,
krile200,5,-24.64,-492.8,-6.16,100.0,0.0,75.0,0.0,100.0,0.0,,100.0,3.0,,,,100.0,,,0.0,,0.0,,0.0,
luito93,5,-34.84,-696.8,-8.71,80.0,40.0,50.0,0.0,50.0,0.0,100.0,0.0,,,,,,,,,,,,,
HansMSM,5,202.6,4052.0,50.65,40.0,0.0,50.0,0.0,66.67,0.0,,,1.5,,,,0.0,0.0,,0.0,100.0,,,,
alexanderdenmar,5,19.44,388.8,4.86,80.0,40.0,66.67,0.0,,,,33.33,0.5,100.0,,,0.0,0.0,,,,,,,
uk_stomper,5,-88.92,-1778.4,-22.23,100.0,80.0,50.0,50.0,33.33,0.0,,0.0,0.8,50.0,,,,,,,,,0.0,,
Ch33se420,5,-32.64,-652.8,-8.16,100.0,0.0,100.0,0.0,,,,100.0,0.0,,,,0.0,100.0,,0.0,0.0,0.0,,,
KF71192,4,-55.2,-1380.0,-13.8,66.67,0.0,66.67,0.0,0.0,0.0,,100.0,1.0,,,,100.0,,,,,,,,0.0
flako514,4,-2.0,-50.0,-0.5,33.33,0.0,33.33,0.0,100.0,0.0,,,,,,,,,,0.0,,,,,
Bull8432dog,4,-120.0,-3000.0,-30.0,50.0,25.0,50.0,0.0,100.0,0.0,,0.0,0.33,100.0,,,,,,,0.0,0.0,,,
marine0808,4,-171.36,-4284.0,-42.84,75.0,50.0,50.0,0.0,0.0,50.0,,0.0,1.67,100.0,0.0,,0.0,0.0,0.0,50.0,0.0,0.0,,,
MagSkog,4,6.16,154.0,1.54,25.0,0.0,33.33,0.0,,,,,,,,,,,,,,,,,
seboo92,4,-21.4,-535.0,-5.35,50.0,25.0,50.0,0.0,50.0,0.0,,0.0,,,,,100.0,,,,,,,,
MoneyManMiggy,4,-80.0,-2000.0,-20.0,75.0,25.0,66.67,0.0,0.0,0.0,,66.67,0.33,,,,0.0,0.0,0.0,0.0,,,,,
dajmicash,4,-98.56,-2464.0,-24.64,25.0,25.0,33.33,0.0,50.0,0.0,,0.0,1.0,,,,0.0,0.0,,0.0,100.0,,,,
FoldinKingz,4,-14.24,-356.0,-3.56,75.0,25.0,66.67,0.0,100.0,0.0,,0.0,0.5,100.0,0.0,,100.0,,,0.0,0.0,,,,
rzvtop,4,-131.0,-3275.0,-32.75,100.0,25.0,80.0,0.0,0.0,0.0,100.0,0.0,0.33,,,,0.0,50.0,,0.0,0.0,,,,
AmyMack,4,-40.0,-1000.0,-10.0,25.0,0.0,25.0,0.0,100.0,0.0,,100.0,2.0,,,,,,,,,,,,
Skowronek123,4,14.64,366.0,3.66,50.0,0.0,50.0,0.0,100.0,0.0,,,0.0,,,,0.0,0.0,,0.0,0.0,,,,
SGanukovv,4,-171.2,-4280.0,-42.8,50.0,50.0,40.0,0.0,33.33,50.0,0.0,0.0,1.0,,,,,,,,,,,,
GuitouSwiss,4,7.4,185.0,1.85,50.0,0.0,66.67,0.0,100.0,0.0,,0.0,2.0,,,,0.0,0.0,,0.0,100.0,0.0,,,
BenCbal,4,-68.08,-1702.0,-17.02,50.0,25.0,33.33,50.0,,,0.0,0.0,2.0,,,,0.0,,,0.0,100.0,,,,
chrisredd888,4,-76.32,-1908.0,-19.08,100.0,0.0,100.0,0.0,0.0,0.0,,100.0,1.0,,,,0.0,,,0.0,100.0,0.0,,,
Hurstie99,4,5.0,125.0,1.25,75.0,0.0,100.0,0.0,,,,66.67,,,,,50.0,,,0.0,,,,,
alexps922,4,-201.8,-5045.0,-50.45,50.0,50.0,33.33,100.0,100.0,0.0,0.0,,0.25,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
ManiakHaze,4,-3.2,-80.0,-0.8,25.0,25.0,0.0,0.0,100.0,0.0,100.0,0.0,,,,,,,,,,,,,
Markki_V,4,-0.4,-10.0,-0.1,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
lbizz1,4,-50.16,-1254.0,-12.54,50.0,25.0,50.0,50.0,,,,0.0,1.5,100.0,100.0,,0.0,,,0.0,,,,,
G0LD369,4,-101.08,-2527.0,-25.27,50.0,50.0,33.33,50.0,,,0.0,0.0,0.5,100.0,,,0.0,,,0.0,,,0.0,0.0,
SNOWKEi,4,-2.4,-60.0,-0.6,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
Jmh2105,4,-0.6,-15.0,-0.15,50.0,25.0,0.0,0.0,,,,33.33,,,,,,,,,,,,,
Liechti85,4,-23.88,-597.0,-5.97,100.0,0.0,100.0,0.0,,,,100.0,0.5,,,,0.0,0.0,100.0,0.0,0.0,0.0,,,
Master205,4,-137.2,-3430.0,-34.3,50.0,50.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,
zecapandero,4,-45.72,-1143.0,-11.43,100.0,33.33,50.0,50.0,,,,100.0,0.4,,,,0.0,0.0,,,0.0,,,,0.0
geddes1984,4,-100.0,-2500.0,-25.0,50.0,25.0,100.0,0.0,,,,0.0,0.67,,,,,,,,,0.0,,,
iy0rd,4,-0.12,-3.0,-0.03,0.0,0.0,0.0,0.0,100.0,0.0,,0.0,,,,,,,,,,,,,
Ricci.caio,4,-12.32,-308.0,-3.08,75.0,0.0,66.67,0.0,,,,100.0,0.0,,,,100.0,,,0.0,,,,,
faberinjo20,4,125.0,3125.0,31.25,50.0,50.0,33.33,0.0,0.0,50.0,,0.0,1.0,100.0,,,0.0,,,,,,,,
JonnyGabes,4,-93.48,-2337.0,-23.37,25.0,0.0,50.0,0.0,,,,0.0,,,,,0.0,,,100.0,,,,,
Zgeembo,4,8.0,200.0,2.0,50.0,25.0,33.33,0.0,,,,0.0,3.0,100.0,100.0,,100.0,,,,,,,,
David199723,4,-11.6,-290.0,-2.9,100.0,33.33,100.0,0.0,,,,100.0,,100.0,,,100.0,,,0.0,,,,,
Fitzer11,4,-137.84,-3446.0,-34.46,75.0,75.0,33.33,75.0,0.0,,0.0,,0.25,0.0,,,0.0,0.0,,,,,,,
turnerl88,4,-39.8,-995.0,-9.95,50.0,25.0,25.0,25.0,,,,100.0,,,,,0.0,,,100.0,,,,,
Malwo1,4,1.04,26.0,0.26,25.0,0.0,66.67,0.0,50.0,0.0,,0.0,,,,,,,,,,,,,
loulbou23,4,-158.36,-3959.0,-39.59,50.0,50.0,50.0,,50.0,0.0,,0.0,0.67,100.0,0.0,,,,,,0.0,50.0,,,
conti02,4,-35.6,-890.0,-8.9,75.0,50.0,50.0,0.0,,,,0.0,3.0,100.0,100.0,100.0,0.0,,,0.0,,,,,
angelos2023,4,-28.2,-705.0,-7.05,50.0,50.0,0.0,100.0,,,,25.0,,100.0,100.0,100.0,,,,,,,,,
Apars10,4,-40.64,-1016.0,-10.16,75.0,25.0,100.0,0.0,0.0,,,33.33,1.0,100.0,0.0,,,,,,0.0,0.0,,,
JEBIDIAHMESSIAH,4,-30.76,-769.0,-7.69,25.0,0.0,33.33,0.0,,,,50.0,,,,,,,,,,0.0,,,
RAZMOTE,4,-100.0,-2500.0,-25.0,50.0,0.0,66.67,0.0,100.0,0.0,,50.0,2.0,,,,100.0,,,0.0,,100.0,,,
xavelha64,4,35.84,896.0,8.96,75.0,25.0,80.0,0.0,0.0,50.0,0.0,0.0,0.5,,,,0.0,,,0.0,,,,,
The Dunda,4,-61.72,-1543.0,-15.43,100.0,100.0,33.33,100.0,0.0,0.0,,0.0,0.71,100.0,100.0,0.0,,,,,0.0,0.0,0.0,0.0,
t979620,4,-106.52,-2663.0,-26.63,66.67,66.67,50.0,0.0,0.0,,,0.0,2.0,100.0,,,,,,,,,0.0,,
VictoriaXIII,4,-44.32,-1108.0,-11.08,75.0,75.0,0.0,,0.0,100.0,,0.0,1.0,100.0,,,,,,,,,,,
Sangram2410,4,-12.36,-309.0,-3.09,100.0,25.0,80.0,25.0,,,0.0,,0.5,,,,50.0,0.0,,0.0,0.0,,,,
singosingleton,4,-70.96,-1774.0,-17.74,100.0,25.0,100.0,0.0,,,,50.0,4.0,100.0,,,0.0,,,0.0,,,0.0,,
brian pot153,4,-23.36,-584.0,-5.84,50.0,25.0,75.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,,
sorin10,4,-45.64,-1141.0,-11.41,50.0,50.0,0.0,100.0,66.67,0.0,,0.0,2.0,50.0,,,,,,100.0,,,,,
Hitech9,4,0.48,12.0,0.12,50.0,0.0,66.67,0.0,,,,0.0,2.0,,,,,,,0.0,,0.0,,,
Fraulitz888,4,121.84,3046.0,30.46,50.0,50.0,25.0,50.0,50.0,0.0,,0.0,1.5,0.0,,,0.0,0.0,,0.0,100.0,,,,0.0
jedanspeg38,4,-1.4,-35.0,-0.35,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
nachoton,4,29.88,747.0,7.47,50.0,50.0,0.0,100.0,,,100.0,0.0,1.0,100.0,,,,,,,,,,,
dariolpr,4,-202.72,-5068.0,-50.68,50.0,50.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,
JaymeeLixx,4,10.68,267.0,2.67,33.33,0.0,50.0,0.0,,,,50.0,1.0,,,,,,,,,,0.0,,
ilostallmycash,4,-43.0,-1075.0,-10.75,100.0,0.0,100.0,0.0,,,,100.0,2.5,,,,,,,,,,,,
$lavik88,4,-1.4,-35.0,-0.35,0.0,0.0,0.0,0.0,100.0,0.0,,0.0,,,,,,,,,,,,,
cabral0311,4,-83.76,-2094.0,-20.94,100.0,0.0,100.0,0.0,0.0,0.0,,100.0,0.67,,,,0.0,50.0,,0.0,0.0,,,,
sensei-stan88,4,-82.48,-2062.0,-20.62,75.0,0.0,75.0,0.0,0.0,,,,0.67,,,,0.0,0.0,,0.0,,,,,
Tavares2601,4,-4.48,-112.0,-1.12,66.67,0.0,50.0,0.0,,,,50.0,0.0,,,,0.0,,,0.0,,0.0,,,
Kraisecaller,4,-1.0,-25.0,-0.25,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
Kiwi218,4,5.44,136.0,1.36,25.0,0.0,50.0,0.0,,,,0.0,,,,,,,,,,,,,
guldmalm,4,-34.0,-850.0,-8.5,50.0,25.0,100.0,0.0,0.0,0.0,,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
Gohabsgo1111,4,-2.0,-50.0,-0.5,25.0,0.0,0.0,0.0,100.0,0.0,,100.0,,,,,,,,,,,,,
loladog90,4,-12.0,-300.0,-3.0,75.0,0.0,66.67,0.0,,,,100.0,3.0,,,,100.0,,,0.0,,,,,
thoemi1519,4,-4.88,-122.0,-1.22,100.0,25.0,100.0,0.0,0.0,0.0,,66.67,1.0,,,,100.0,,,0.0,0.0,,,,
RoughRafff,4,-93.64,-2341.0,-23.41,25.0,25.0,0.0,0.0,50.0,50.0,,0.0,2.0,100.0,100.0,,,,,,,,,,
15cosmin15,4,0.8,20.0,0.2,25.0,0.0,50.0,0.0,,,,0.0,,,,,,,,,,,,,
shg18,4,-2.4,-60.0,-0.6,25.0,25.0,0.0,0.0,100.0,0.0,,0.0,,0.0,,,,,,,,,,,
evil910,4,97.96,2449.0,24.49,25.0,0.0,33.33,0.0,,,,0.0,,,,,,,,,,,0.0,,
jedwa556,4,-57.92,-1448.0,-14.48,50.0,25.0,50.0,0.0,0.0,100.0,,0.0,0.67,,,,0.0,,,,0.0,,,0.0,
vladdraganoi,4,-22.36,-559.0,-5.59,50.0,0.0,66.67,0.0,,,,0.0,,,,,0.0,,,100.0,,,,,
HU?AreYou,4,-6.6,-165.0,-1.65,50.0,25.0,100.0,0.0,0.0,,,0.0,0.75,100.0,100.0,,0.0,0.0,,,,,,0.0,
gutterdone420,4,-63.2,-1580.0,-15.8,25.0,0.0,50.0,0.0,,,,0.0,,,,,,,,,,,,,
chris_paidas,4,13.88,347.0,3.47,25.0,0.0,25.0,0.0,50.0,0.0,,,,,,,,,,,,,,,
razbojnik141,4,-2.0,-50.0,-0.5,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
Urahara Kissuke,4,0.32,8.0,0.08,50.0,25.0,33.33,50.0,100.0,0.0,,0.0,1.0,100.0,,,0.0,100.0,,0.0,0.0,,,,
guzAApoker,4,-45.72,-1143.0,-11.43,50.0,25.0,33.33,33.33,,,,0.0,,100.0,,,,,,,,,,,
meeg069,4,-59.24,-1481.0,-14.81,75.0,50.0,75.0,0.0,0.0,100.0,0.0,0.0,2.0,,,,,,,,,,,,
19JUPITER83,4,-71.56,-1789.0,-17.89,66.67,33.33,66.67,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,
caliméro,4,51.4,1285.0,12.85,25.0,0.0,25.0,0.0,100.0,0.0,,,,,,,,,,,,,,,
elmaestro1990,4,35.0,875.0,8.75,50.0,0.0,50.0,0.0,50.0,0.0,,100.0,1.0,,,,0.0,0.0,,,,,,,
DeOver23,4,-66.88,-1672.0,-16.72,75.0,0.0,100.0,0.0,,,,50.0,0.0,,,,0.0,0.0,100.0,0.0,0.0,0.0,,,
bigmacxs,4,99.56,2489.0,24.89,50.0,25.0,100.0,0.0,,,,0.0,1.5,100.0,100.0,,0.0,0.0,0.0,,,,,,
anchorman4000,4,-38.52,-963.0,-9.63,75.0,75.0,25.0,66.67,0.0,,,0.0,0.5,50.0,,,,,,,,,,,
wenceslao92,4,-92.96,-2324.0,-23.24,25.0,25.0,0.0,33.33,100.0,0.0,,100.0,,100.0,100.0,,,,,,,,,,
eh8769,4,-57.48,-1437.0,-14.37,50.0,25.0,100.0,0.0,,,,0.0,4.0,0.0,,,,,,0.0,0.0,,,,
bethrea,4,56.48,1412.0,14.12,25.0,25.0,0.0,0.0,50.0,50.0,,0.0,,100.0,,,,,,,,,,,
Wonder Koutny,4,8.4,210.0,2.1,50.0,25.0,0.0,50.0,,,,100.0,,,,,,,,,,,,,
AlexDulama,4,11.84,296.0,2.96,50.0,25.0,66.67,0.0,0.0,,0.0,0.0,0.25,100.0,,,,,,0.0,0.0,0.0,,,
nitramii,4,92.2,2305.0,23.05,50.0,25.0,25.0,,75.0,0.0,,0.0,1.0,,,,0.0,0.0,,,,,,,
maradona42,4,-42.44,-1061.0,-10.61,75.0,25.0,60.0,33.33,0.0,,0.0,,1.0,100.0,100.0,0.0,0.0,,,100.0,,0.0,,,
lukeshort1959,4,1.8,45.0,0.45,25.0,25.0,0.0,0.0,,,,0.0,,100.0,,,,,,,,,,,
bigzooty420,4,-54.32,-1358.0,-13.58,50.0,25.0,33.33,0.0,,,,0.0,3.0,100.0,,,,,,,,,0.0,,
hatabacino,4,-1.4,-35.0,-0.35,0.0,0.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,,,
FrollG,4,-46.6,-1165.0,-11.65,25.0,25.0,25.0,33.33,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,
8AlexTheKid8,4,7.32,183.0,1.83,75.0,25.0,66.67,0.0,,,,0.0,,,,,,,,,,,,,
darkmav9329,4,-96.4,-2410.0,-24.1,66.67,0.0,100.0,0.0,,,,50.0,0.33,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
Slothario,4,12.08,302.0,3.02,75.0,25.0,50.0,0.0,0.0,0.0,100.0,0.0,0.4,100.0,,,0.0,0.0,0.0,0.0,50.0,0.0,,,
Jeebens,4,8.44,211.0,2.11,75.0,0.0,100.0,0.0,,,,0.0,,,,,100.0,,,0.0,,,,,
SIIP00,4,-10.0,-250.0,-2.5,50.0,50.0,0.0,0.0,,,,0.0,,50.0,,,,,,,,,100.0,,
Tulko7,4,-60.0,-1500.0,-15.0,50.0,0.0,66.67,0.0,100.0,0.0,,50.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,
HilSS825,4,-57.96,-1449.0,-14.49,75.0,25.0,50.0,33.33,,,0.0,0.0,0.67,,,,0.0,0.0,,50.0,0.0,,,,
ZygisN,4,-1.4,-35.0,-0.35,0.0,0.0,0.0,0.0,100.0,0.0,,0.0,,,,,,,,,,,,,
atomicgoose,4,-0.68,-17.0,-0.17,50.0,0.0,40.0,0.0,100.0,0.0,,,,,,,,,,,,,,,
Jazoby,4,-3.88,-97.0,-0.97,25.0,25.0,0.0,0.0,,,100.0,0.0,,,,,,,,,,,,,
Matuiduy,4,5.4,135.0,1.35,50.0,50.0,0.0,33.33,,,,0.0,,,,,,,,,,,,,
AcuraRsxBoi,4,-21.2,-530.0,-5.3,33.33,33.33,0.0,100.0,,,,0.0,,100.0,0.0,,,,,,0.0,,,,
LukyH123,4,-3.32,-83.0,-0.83,50.0,0.0,50.0,0.0,,,,50.0,0.0,,,,0.0,100.0,,0.0,0.0,,,,
darkskyller,4,-233.56,-5839.0,-58.39,75.0,50.0,66.67,0.0,0.0,0.0,,0.0,6.0,100.0,100.0,,,,,0.0,,,,0.0,
Pakosyan99,4,-40.0,-1000.0,-10.0,75.0,0.0,66.67,0.0,100.0,0.0,,100.0,0.25,,,,50.0,,,0.0,0.0,0.0,,,
ROSSI 0404,4,15.48,387.0,3.87,25.0,25.0,0.0,0.0,,,,0.0,,0.0,,,,,,100.0,,,,,
HaRdd___TRy,4,-0.4,-10.0,-0.1,0.0,0.0,0.0,,100.0,0.0,,0.0,,,,,,,,,,,,,
resendeandre,4,-84.8,-2120.0,-21.2,25.0,25.0,0.0,0.0,0.0,100.0,,0.0,0.5,100.0,0.0,,,,,,0.0,0.0,,,
Lucas_Prax,4,-0.4,-10.0,-0.1,0.0,0.0,0.0,0.0,100.0,0.0,,0.0,,,,,,,,,,,,,
iloveriku,4,-2.0,-50.0,-0.5,0.0,0.0,0.0,0.0,100.0,0.0,,0.0,,,,,,,,,,,,,
SAKURENPON,4,78.56,1964.0,19.64,25.0,25.0,0.0,50.0,,,,0.0,0.5,100.0,0.0,,,,,,0.0,0.0,,,
jamoyex,4,-23.2,-580.0,-5.8,25.0,25.0,50.0,,0.0,,0.0,0.0,,,,,,,,,,,,,
prxphz,4,-4.6,-115.0,-1.15,66.67,0.0,50.0,0.0,,,,66.67,,,,,100.0,,,0.0,,,,,
Matty12202,4,-46.44,-1161.0,-11.61,75.0,50.0,50.0,0.0,,,,0.0,,,,,,,,,,,,,
yaboyerae,4,7.92,198.0,1.98,50.0,0.0,50.0,0.0,100.0,0.0,0.0,50.0,,,,,,,,,,,,,
louie fgfgfgfg,4,-0.44,-11.0,-0.11,100.0,0.0,100.0,0.0,,,,100.0,0.5,,,,0.0,,,,,,,,
NikelVitek,4,-2.0,-50.0,-0.5,25.0,0.0,0.0,,100.0,0.0,,33.33,,,,,,,,,,,,,
IciloHD,4,15.0,375.0,3.75,50.0,0.0,50.0,0.0,,,,50.0,,,,,,,,,,,,,
mecp94,4,-40.0,-1000.0,-10.0,50.0,0.0,66.67,0.0,50.0,0.0,,100.0,0.0,,,,0.0,0.0,,,0.0,,,,
apolloza,4,-48.64,-1216.0,-12.16,75.0,50.0,66.67,0.0,50.0,0.0,,0.0,,,,,,,,,,,,,
svilpe20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,,,
Hittejoel78,4,-99.4,-2485.0,-24.85,50.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.2,,,,0.0,0.0,0.0,,,,,,
saad0094,4,-5.88,-147.0,-1.47,33.33,33.33,0.0,,100.0,0.0,,0.0,,100.0,0.0,,,,,,,,,,
Rbtpatra2001,4,-91.16,-2279.0,-22.79,75.0,50.0,16.67,50.0,,,0.0,,,,,,,,,,,,,,
tellismann,4,117.16,2929.0,29.29,50.0,25.0,33.33,33.33,,,,0.0,1.0,100.0,100.0,,,,,,,,0.0,0.0,
tamsaint,4,-66.24,-1656.0,-16.56,75.0,75.0,25.0,100.0,0.0,,0.0,0.0,,,,,,,,,,,,,
KL1T0U,4,-30.88,-772.0,-7.72,75.0,50.0,66.67,50.0,0.0,0.0,,0.0,4.0,,,,0.0,,,,,,,,
varley414,4,-8.92,-223.0,-2.23,75.0,25.0,100.0,0.0,,,,0.0,,,,,100.0,,,0.0,,,0.0,,
RevolverDolme,4,-73.16,-1829.0,-18.29,25.0,0.0,33.33,0.0,0.0,,,,1.0,,,,0.0,0.0,,,,,,,
bioish,4,-40.0,-1000.0,-10.0,75.0,50.0,100.0,0.0,,,,50.0,,,,,,,,,,,,,
VitaliiU11,4,-6.52,-163.0,-1.63,50.0,50.0,66.67,,33.33,0.0,,0.0,0.0,,,,50.0,0.0,0.0,,,,,,
kinger567,4,-40.92,-1023.0,-10.23,75.0,0.0,100.0,0.0,,,,100.0,0.5,,,,50.0,,,0.0,,0.0,,,
Riemann1,4,74.28,1857.0,18.57,25.0,25.0,0.0,100.0,,,,0.0,,100.0,100.0,100.0,,,,,,,,,
Sajfeer,4,28.64,716.0,7.16,25.0,0.0,25.0,0.0,,,,,0.5,,,,,,,,,,0.0,,
ÍDDÍÁDÓY,4,88.52,2213.0,22.13,50.0,50.0,0.0,0.0,0.0,,0.0,0.0,4.0,50.0,,,,,,,,,0.0,,
assen461,4,-0.08,-2.0,-0.02,75.0,0.0,75.0,0.0,,,,100.0,0.5,,,,33.33,100.0,,0.0,,,,,
kalopara,4,105.56,2639.0,26.39,25.0,25.0,0.0,0.0,100.0,0.0,,0.0,0.5,,,,,,,,,,,,
scrimitzu,4,-5.48,-137.0,-1.37,50.0,50.0,0.0,,100.0,0.0,,0.0,,,,,,,,,,,,,
GeorgSL1,4,-6.96,-174.0,-1.74,25.0,25.0,33.33,0.0,50.0,0.0,,0.0,0.0,,,,0.0,,,,,,,,
bennyboyboy,4,-3.8,-95.0,-0.95,25.0,25.0,0.0,0.0,100.0,0.0,,0.0,,,,,,,,,,,,,
Isil187,4,-100.0,-2500.0,-25.0,75.0,75.0,0.0,50.0,,,,0.0,,100.0,100.0,100.0,,,,,,,,,
juandiaz142226,4,-2.4,-60.0,-0.6,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
puhi700,4,-19.0,-475.0,-4.75,50.0,0.0,66.67,0.0,,,,0.0,0.5,,,,50.0,0.0,,0.0,,,,,
Ba74i5r213,4,-42.84,-1071.0,-10.71,100.0,0.0,100.0,0.0,,,,100.0,0.67,,,,50.0,0.0,0.0,0.0,0.0,0.0,,,
zoly88,4,-1.0,-25.0,-0.25,0.0,0.0,0.0,0.0,100.0,0.0,,0.0,,,,,,,,,,,,,
bmilt04,4,12.68,317.0,3.17,66.67,66.67,100.0,,0.0,0.0,,0.0,1.0,,,,0.0,,,,,,,,
PuffyDawg,4,-2.8,-70.0,-0.7,25.0,25.0,0.0,0.0,100.0,0.0,,0.0,,,,,,,,,,,,,
nikke32,4,51.12,1278.0,12.78,100.0,50.0,80.0,50.0,0.0,0.0,0.0,0.0,1.25,,,,0.0,,,100.0,,,,,
SMoose95,4,-45.68,-1142.0,-11.42,25.0,0.0,33.33,0.0,100.0,0.0,,0.0,2.0,,,,0.0,,,0.0,,,,,
Krepek96,4,-15.16,-379.0,-3.79,75.0,25.0,60.0,0.0,0.0,50.0,,0.0,0.67,0.0,,,0.0,,,0.0,,,,,
quiktri,4,65.8,1645.0,16.45,100.0,75.0,100.0,0.0,0.0,0.0,,0.0,0.83,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
avsagaz,4,-29.88,-747.0,-7.47,25.0,25.0,0.0,33.33,,,,0.0,,100.0,100.0,0.0,,,,,,,,,
Mario Rudinio,4,0.76,19.0,0.19,75.0,50.0,25.0,50.0,,,,,2.0,50.0,100.0,,0.0,,,0.0,,0.0,,,
LOL1LOL1TA,4,-136.76,-3419.0,-34.19,50.0,50.0,33.33,100.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
hichke007,4,8.96,224.0,2.24,50.0,25.0,50.0,0.0,,,,0.0,,100.0,,,,,,,,,,,
dega1974,4,49.36,1234.0,12.34,25.0,0.0,33.33,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,0.0,
Calltossen,4,-35.6,-890.0,-8.9,50.0,50.0,0.0,100.0,,,,0.0,5.0,100.0,100.0,100.0,,,,,,,,,
bananabet0,4,-45.36,-1134.0,-11.34,25.0,25.0,33.33,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,
Tayb0r,4,-76.08,-1902.0,-19.02,75.0,0.0,75.0,0.0,100.0,0.0,,,,,,,0.0,,,,,,,,
Strahinovic,4,-80.0,-2000.0,-20.0,100.0,33.33,66.67,33.33,,,,100.0,0.33,,,,50.0,,,,,,,0.0,
Koko2310,4,1.56,39.0,0.39,66.67,0.0,50.0,0.0,,,,100.0,,,,,100.0,,,0.0,,,,,
Zermedes,4,-10.68,-267.0,-2.67,75.0,0.0,83.33,0.0,0.0,0.0,,,2.0,,,,100.0,,,0.0,,,,,
Darktlion,4,-58.96,-1474.0,-14.74,100.0,0.0,100.0,0.0,,,,100.0,0.33,,,,50.0,0.0,0.0,0.0,,,,,
Tkashuk128,4,-170.76,-4269.0,-42.69,50.0,50.0,0.0,66.67,,,0.0,0.0,3.0,100.0,100.0,,,,,,,,,,
PNSalgado,4,-82.72,-2068.0,-20.68,50.0,50.0,33.33,50.0,0.0,0.0,,0.0,1.0,100.0,0.0,,0.0,,,,,,,,
Klotén,4,-7.8,-195.0,-1.95,25.0,0.0,50.0,,50.0,0.0,,0.0,,,,,,,,,0.0,,,,
Lentwood,4,-34.04,-851.0,-8.51,50.0,50.0,33.33,100.0,50.0,0.0,,0.0,1.0,100.0,100.0,,0.0,0.0,,,,,,,
takashimaru1158,4,-0.8,-20.0,-0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
c_sharp74,4,-30.36,-759.0,-7.59,100.0,75.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,100.0,0.0,0.0,0.0,,,
marcobsb1975,4,36.48,912.0,9.12,50.0,50.0,33.33,0.0,0.0,0.0,100.0,0.0,4.0,100.0,100.0,,0.0,0.0,,0.0,100.0,,,,
1tuchka1,4,-108.24,-2706.0,-27.06,25.0,0.0,25.0,0.0,,,,,,,,,,,,,,,,,
death_oo7,4,-42.4,-1060.0,-10.6,75.0,50.0,33.33,0.0,0.0,100.0,,0.0,3.0,100.0,,,,,,,,,,,
Billysloco,4,-25.8,-645.0,-6.45,50.0,25.0,33.33,0.0,50.0,50.0,,50.0,,,,,,,,,,,,,
lugglo,4,-28.8,-720.0,-7.2,100.0,50.0,66.67,50.0,0.0,0.0,,50.0,1.0,100.0,0.0,,100.0,,,,,0.0,,,
