all-in_adj_bb_100,vpip,pfr,call_any_pfr,3bet_pf,fold_to_3bet,4bet_pf,fold_to_4bet+,limp,total_af,cbet_f,cbet_t,cbet_r,fold_to_f_cbet,fold_to_t_cbet,fold_to_r_cbet,xr_flop,xr_turn,xr_river,fold_to_f_xr,fold_to_t_xr,fold_to_r_xr
-7.01,18.95,9.32,17.29,1.75,77.73,4.52,70.59,5.69,1.32,52.38,45.0,16.67,51.74,36.84,62.5,5.13,5.26,0.0,16.67,0.0,50.0
5.8,22.96,19.22,9.63,8.82,82.77,7.36,57.14,0.1,2.57,60.0,54.08,78.26,35.63,39.13,33.33,9.71,8.33,3.33,50.0,50.0,50.0
-11.79,21.07,6.87,13.59,2.56,82.86,4.35,50.0,16.81,2.19,55.45,42.86,40.0,45.71,22.58,55.56,7.14,3.7,0.0,33.33,50.0,0.0
21.27,27.61,21.61,14.94,8.47,76.52,7.14,58.97,1.44,1.63,46.25,58.67,56.52,50.0,37.93,45.45,8.28,6.67,4.26,28.57,0.0,0.0
28.26,24.35,19.73,11.42,7.95,77.24,10.67,66.67,0.84,2.54,68.77,57.89,42.86,45.69,39.13,60.0,8.8,7.94,5.56,33.33,42.86,50.0
-4.44,28.06,16.46,30.11,3.92,65.34,3.0,57.89,1.72,1.58,75.69,46.77,30.77,46.85,52.73,63.64,1.41,3.23,0.0,23.08,33.33,100.0
11.56,22.99,19.94,8.83,8.73,78.82,7.63,48.0,0.19,1.88,60.87,58.14,42.11,34.04,47.37,37.5,1.96,3.51,0.0,46.67,75.0,0.0
-3.54,36.61,19.8,40.24,3.63,50.58,1.21,33.33,4.4,1.68,56.84,52.17,23.53,33.01,29.41,52.63,4.08,16.13,7.35,45.83,30.0,50.0
5.57,25.71,21.34,11.53,9.26,77.7,7.55,58.82,0.62,3.19,76.57,51.49,33.33,48.18,44.83,0.0,6.98,1.75,0.0,55.0,50.0,100.0
-22.48,24.59,18.02,16.27,7.06,70.59,5.77,52.5,1.61,1.83,55.73,61.97,23.81,46.67,45.0,33.33,2.29,12.2,0.0,57.14,25.0,50.0
-5.61,19.26,11.92,15.86,3.03,82.85,2.18,71.43,0.91,2.7,38.22,44.0,0.0,52.55,73.91,47.36400357462019,7.09,3.57,0.0,57.14,66.67,100.0
1.98,22.01,18.22,9.85,7.54,76.92,7.11,69.57,0.49,2.4,79.01,52.73,62.96,37.89,33.33,83.33,11.21,0.0,0.0,52.63,33.33,66.67
-6.07,38.47,15.33,38.9,6.26,60.99,1.94,63.33,16.89,1.41,64.62,33.33,44.44,31.25,36.04,30.0,8.55,2.26,1.52,11.76,33.33,0.0
6.0,25.55,21.48,10.61,10.87,76.98,10.83,68.18,0.58,2.9,67.2,53.7,44.44,32.99,46.43,42.86,16.0,9.26,0.0,47.06,50.0,50.0
-27.59,23.86,18.06,13.7,8.36,80.17,5.02,58.62,0.93,1.86,58.33,55.95,58.82,44.63,35.48,88.89,4.8,8.0,2.78,27.27,60.0,50.0
-13.56,25.93,21.05,13.57,9.02,69.78,10.04,58.06,0.39,1.65,52.86,38.16,54.55,37.69,58.14,66.67,4.55,3.95,0.0,27.78,100.0,100.0
3.08,25.01,20.75,11.55,9.57,75.19,11.34,51.28,0.29,1.31,41.37,45.65,50.0,40.34,33.33,66.67,6.98,5.19,16.13,20.0,0.0,50.0
20.49,34.85,24.99,24.74,9.65,66.44,4.88,63.04,0.63,2.89,69.19,53.47,58.06,53.66,29.73,18.18,6.47,15.48,0.0,55.0,0.0,0.0
-12.98,33.97,24.94,26.19,8.47,57.91,4.48,44.19,0.0,2.25,85.19,43.95,33.33,40.0,41.82,42.86,18.18,10.14,2.86,55.56,25.0,50.0
-14.15,22.64,15.3,20.04,6.92,61.2,4.98,34.62,0.97,1.9,52.91,53.45,46.67,41.92,28.57,16.67,3.68,6.25,3.13,50.0,12.5,50.0
-1.71,37.34,22.58,37.89,10.85,41.19,8.11,46.51,2.44,1.59,80.73,66.36,28.0,38.38,38.05,59.26,3.35,9.86,4.29,26.32,75.0,100.0
-6.7,32.11,1.24,38.53,0.98,86.84,0.54,100.0,29.44,1.3,91.67,66.67,60.0,42.64,47.0,45.83,6.9,7.38,7.23,57.14,100.0,100.0
-12.59,28.89,24.02,12.92,9.64,76.97,9.06,50.0,0.57,3.33,91.26,46.09,58.62,40.57,50.0,100.0,10.64,12.28,5.26,50.0,42.86,75.0
-5.32,24.64,20.1,10.65,8.87,79.23,8.5,69.57,0.83,2.6,76.81,54.95,52.94,47.06,42.86,25.0,11.9,8.2,0.0,43.75,33.33,100.0
11.09,30.1,18.9,24.82,9.76,74.09,8.49,69.05,1.17,1.82,67.53,40.38,57.14,41.89,40.0,29.41,7.04,8.43,1.75,61.9,42.86,0.0
1.46,21.9,18.9,9.24,8.57,76.35,8.23,63.64,0.05,3.51,63.18,57.5,50.0,42.86,36.84,55.56,6.42,3.85,0.0,45.45,66.67,100.0
-10.41,18.47,15.66,9.03,9.13,69.91,8.82,66.67,0.2,2.08,51.16,41.86,41.67,39.73,53.85,100.0,7.58,10.53,4.0,14.29,0.0,50.0
-4.98,38.65,16.81,39.1,4.8,62.63,3.7,73.91,11.46,1.16,53.54,38.89,66.67,48.4,42.86,20.0,7.45,6.34,4.76,10.0,42.86,0.0
-26.24,21.69,18.45,9.09,9.69,72.27,15.57,41.38,0.25,2.43,69.15,41.94,66.67,49.33,26.67,33.33,12.09,9.76,5.71,41.18,50.0,50.0
6.01,24.07,20.55,9.6,8.91,79.31,8.85,40.0,0.3,2.75,82.44,59.2,58.62,36.71,29.41,20.0,10.71,6.67,0.0,33.33,50.0,0.0
9.66,24.13,17.96,12.86,10.66,79.91,4.02,54.55,3.01,1.94,62.1,57.75,56.25,49.15,65.38,60.0,3.15,1.43,0.0,50.0,25.0,50.0
32.84,26.6,20.29,15.05,9.2,71.48,9.32,68.57,1.15,2.12,55.02,61.9,44.44,34.97,46.15,16.67,13.57,13.41,12.12,43.75,57.14,0.0
20.18,28.11,22.24,17.28,11.09,63.02,7.87,40.0,0.56,2.24,67.3,75.93,58.33,37.43,28.89,58.33,11.73,13.7,2.33,25.0,57.14,0.0
-14.53,28.72,23.22,15.61,11.36,70.95,6.34,65.79,0.25,2.09,59.47,46.05,73.68,44.37,42.86,60.0,12.9,10.0,5.56,47.37,20.0,50.0
3.94,17.88,15.11,7.4,7.29,81.01,7.39,66.67,0.6,3.06,59.91,52.31,88.89,56.9,25.0,50.0,11.43,10.53,4.76,42.86,54.55,0.0
14.95,22.82,18.45,12.92,9.18,70.73,7.25,54.84,0.25,3.01,66.12,52.22,35.0,44.86,40.0,66.67,12.26,7.14,3.23,30.0,75.0,100.0
-7.84,35.7,24.81,27.72,11.03,63.42,2.78,73.33,1.0,3.06,86.5,53.17,53.85,34.84,50.94,40.0,15.23,4.81,4.76,52.17,33.33,20.0
-14.93,34.22,21.36,32.26,0.96,57.74,2.17,77.78,1.63,1.49,46.93,43.59,35.29,54.79,38.46,66.67,2.73,6.45,1.79,17.65,20.0,0.0
12.05,22.79,18.72,11.81,6.42,72.57,5.41,64.71,0.55,2.28,78.41,49.04,52.0,47.62,56.25,42.86,4.95,5.56,2.94,62.5,33.33,50.0
9.85,27.08,17.92,19.56,8.52,72.12,3.69,65.0,3.48,2.16,86.5,71.0,61.29,30.36,45.0,50.0,1.81,12.0,3.33,28.57,62.5,0.0
-8.92,24.29,20.96,8.12,8.01,85.27,7.97,84.85,0.2,3.8,65.77,44.0,33.33,38.75,57.89,60.0,14.71,0.0,0.0,50.0,60.0,50.0
-7.14,26.54,17.91,19.65,5.9,77.32,5.81,66.67,1.3,1.44,37.83,30.95,42.86,41.92,48.65,33.33,5.63,11.67,5.56,33.33,100.0,50.0
-14.95,48.6,6.78,39.69,1.46,84.67,1.18,57.14,46.89,1.68,51.06,52.38,33.33,34.92,37.17,51.85,5.0,6.98,1.54,60.0,42.86,0.0
11.55,22.08,18.74,8.55,10.39,76.34,7.39,82.76,0.76,4.2,74.9,60.64,37.5,51.28,46.67,66.67,9.21,16.28,0.0,62.5,75.0,50.0
-13.28,22.74,12.32,22.96,0.77,69.96,5.6,60.0,1.91,0.81,30.28,82.35,44.44,42.31,35.85,76.47,0.51,2.08,2.08,16.67,66.67,0.0
4.8,24.51,16.17,18.71,5.53,79.4,4.98,50.0,2.38,1.8,50.27,52.17,50.0,54.23,39.29,50.0,5.15,4.69,0.0,50.0,66.67,0.0
-20.81,37.77,4.45,39.9,2.65,78.48,4.21,50.0,35.1,1.29,36.84,64.29,0.0,52.32,61.63,61.54,5.28,5.36,11.76,45.45,50.0,50.0
9.96,22.39,17.25,13.28,8.66,72.56,3.45,42.31,1.38,1.86,54.94,49.15,50.0,45.45,45.45,66.67,9.22,10.45,5.88,25.0,14.29,100.0
-4.45,20.68,16.23,12.99,8.27,72.69,7.21,53.33,0.16,1.99,67.12,80.6,42.86,42.0,20.0,40.0,6.54,9.52,6.06,10.0,50.0,50.0
-5.7,34.11,17.0,37.58,5.95,52.4,2.36,57.58,4.96,1.56,47.95,52.94,66.67,38.79,50.0,57.89,12.88,7.32,3.51,33.33,60.0,100.0
9.86,26.53,19.33,15.3,6.9,80.69,8.03,65.38,1.2,3.03,69.2,56.25,35.29,34.78,67.86,50.0,15.65,3.57,12.5,50.0,50.0,50.0
-17.49,28.2,25.1,8.4,10.61,77.29,13.72,68.09,0.1,3.23,75.08,60.36,64.29,36.11,32.0,71.43,16.84,5.0,7.69,56.52,80.0,100.0
0.9,25.04,20.47,12.76,9.34,70.37,5.6,52.94,0.74,2.23,49.03,64.06,66.67,53.45,45.16,50.0,6.54,9.84,0.0,50.0,50.0,100.0
26.31,25.21,21.32,11.86,10.83,72.57,9.52,56.25,0.26,2.27,57.88,58.16,50.0,37.63,59.09,66.67,21.49,7.69,2.44,37.5,40.0,100.0
-5.52,25.21,17.08,18.71,5.19,77.38,6.12,61.9,1.02,1.37,62.98,49.23,58.33,34.01,30.56,33.33,6.29,3.85,4.44,42.86,0.0,50.0
22.88,27.54,21.22,17.31,11.08,65.75,10.95,35.71,0.92,2.62,72.47,76.77,65.63,31.58,36.36,40.0,11.76,19.35,0.0,23.53,47.06,100.0
-41.54,43.8,22.84,50.62,3.42,36.06,5.34,64.52,3.65,1.49,40.99,60.71,73.33,53.48,38.3,52.63,2.1,0.0,0.0,7.69,22.22,33.33
-16.5,32.96,8.82,28.39,1.84,74.29,2.53,57.14,24.69,1.78,80.34,71.11,68.75,37.6,40.24,47.83,2.07,5.95,2.56,20.0,54.55,50.0
-20.12,23.37,19.54,11.24,9.11,80.68,5.81,62.5,0.05,2.07,55.25,32.69,12.5,47.32,37.04,33.33,6.25,9.43,8.7,42.86,42.11,50.0
13.41,18.81,14.9,9.97,7.56,79.47,8.47,52.63,0.27,1.46,45.14,38.1,100.0,43.53,37.5,50.0,12.36,8.0,14.29,33.33,100.0,0.0
6.8,21.53,18.95,6.98,7.43,81.03,11.42,66.67,0.15,2.51,73.96,42.11,68.75,41.51,38.89,25.0,5.56,15.22,18.52,38.46,42.11,50.0
8.69,21.2,16.51,12.34,7.13,75.47,4.81,65.22,0.65,1.3,43.06,33.33,33.33,51.52,37.93,28.57,1.67,4.17,8.0,50.0,100.0,0.0
-9.29,27.86,17.83,23.99,6.09,75.21,5.17,57.89,1.06,1.6,46.51,55.1,56.25,54.24,50.0,75.0,4.22,2.91,4.76,22.22,0.0,0.0
-7.96,33.22,10.42,32.38,4.31,75.91,1.89,60.0,19.43,2.65,69.75,53.85,69.23,45.52,49.02,28.57,12.23,10.23,0.0,50.0,28.57,0.0
1.41,25.46,21.96,11.02,8.37,70.67,6.88,66.67,0.11,2.19,43.06,54.1,37.5,44.21,42.86,40.0,14.05,7.32,0.0,45.45,0.0,0.0
-3.51,23.91,20.57,8.84,10.56,77.36,10.63,66.67,0.05,2.64,77.34,45.87,77.27,42.37,30.77,0.0,5.0,7.32,0.0,50.0,33.33,66.67
1.8,23.69,20.18,10.59,9.38,80.09,4.5,77.78,0.11,2.84,56.8,41.27,44.44,47.06,56.25,100.0,7.53,7.14,0.0,60.0,0.0,50.0
0.56,16.02,9.39,14.59,3.59,77.6,1.69,61.54,1.89,2.19,50.91,68.0,83.33,52.73,52.38,47.36400357462019,7.61,12.9,7.14,25.0,71.43,50.0
-16.07,27.42,15.19,23.47,5.36,69.82,2.38,65.0,6.01,2.32,88.18,34.57,15.38,36.14,59.65,50.0,8.42,7.78,2.22,29.41,0.0,0.0
-8.27,26.34,18.56,19.93,7.4,73.66,5.18,56.52,0.44,1.66,52.44,46.15,80.0,42.58,50.0,85.71,7.5,6.17,3.03,42.86,50.0,50.0
-0.86,37.51,25.68,27.53,10.87,66.26,12.82,65.0,1.08,2.1,57.14,59.21,48.0,37.04,39.22,63.64,15.98,13.13,5.45,25.0,80.0,50.0
-35.39,41.0,12.73,41.33,6.27,66.03,6.28,25.93,24.86,1.37,52.9,62.96,42.86,34.5,30.21,40.74,7.77,3.97,7.35,41.67,10.0,50.0
-5.2,22.2,15.94,14.42,7.98,78.13,4.61,71.43,1.07,3.21,65.28,56.16,31.58,50.0,68.0,50.0,10.34,7.27,9.52,66.67,66.67,50.0
-7.96,24.36,21.11,9.79,8.44,76.11,8.55,68.57,0.11,3.17,78.8,52.63,44.44,41.43,50.0,100.0,12.0,10.64,0.0,41.67,63.64,0.0
-13.78,30.27,20.49,25.05,7.33,67.59,5.18,65.0,0.34,1.83,69.32,65.56,37.93,39.33,51.06,37.5,3.4,0.0,2.56,26.67,25.0,50.0
-5.87,20.13,15.44,10.69,5.36,84.04,7.73,73.91,0.68,2.27,77.32,76.71,56.0,30.48,37.84,63.64,1.01,2.38,0.0,30.77,50.0,50.0
-12.32,16.15,13.42,6.76,3.73,88.24,9.44,23.08,0.17,3.42,71.15,65.63,76.92,47.5,0.0,50.0,5.45,14.29,0.0,0.0,100.0,50.0
-9.6,27.33,14.53,27.56,4.35,65.43,1.24,81.82,4.14,1.54,78.61,50.77,38.89,35.71,45.71,33.33,7.33,4.17,0.0,25.0,25.0,100.0
-20.14,23.97,18.29,15.16,7.44,75.7,5.8,57.89,1.04,1.18,66.33,47.54,6.67,45.54,17.86,70.0,7.76,0.0,10.26,50.0,0.0,50.0
-6.41,34.27,24.35,25.18,10.83,60.46,5.95,63.41,0.47,1.98,71.29,57.48,54.55,52.97,25.58,7.14,9.94,6.98,10.34,30.77,0.0,50.0
5.3,22.45,14.26,15.18,6.57,85.49,4.76,77.78,4.12,2.15,52.8,36.36,100.0,51.82,26.67,16.67,14.29,2.44,0.0,66.67,42.11,50.0
-16.76,34.99,23.44,31.33,8.37,52.0,3.31,62.07,0.06,1.8,49.84,70.83,53.33,37.89,56.06,63.64,6.73,3.06,3.33,41.67,60.0,0.0
-7.87,23.34,19.69,10.02,10.44,77.18,8.21,73.08,0.06,2.61,58.94,55.56,44.44,42.7,47.06,50.0,18.75,11.9,4.17,100.0,50.0,50.0
-23.22,34.37,24.48,25.62,9.17,63.98,7.56,50.0,0.98,4.16,73.6,66.15,50.0,58.38,70.83,66.67,9.76,8.0,0.0,25.0,50.0,100.0
-11.58,30.12,20.82,22.21,7.95,76.92,9.39,55.56,0.41,1.61,60.38,62.16,27.59,43.58,52.5,50.0,5.23,12.5,2.13,16.67,66.67,0.0
5.44,18.83,16.49,5.78,8.08,88.4,6.15,78.95,0.06,2.02,46.29,56.76,66.67,43.18,71.43,0.0,4.48,4.44,0.0,71.43,0.0,50.0
-17.74,20.51,17.53,7.57,7.04,87.85,4.31,95.0,0.0,3.02,72.32,46.67,53.33,53.33,71.43,33.33,12.66,15.38,0.0,60.0,50.0,50.0
-3.78,23.17,19.94,9.26,9.41,77.63,5.53,69.57,0.48,1.86,62.43,50.79,66.67,41.33,50.0,75.0,10.47,4.35,0.0,57.14,66.67,33.33
-78.53,59.15,39.85,43.82,19.97,49.52,8.23,61.18,0.68,2.89,50.46,54.17,50.0,26.74,37.29,22.22,9.94,14.71,5.0,25.0,36.36,50.0
11.8,24.45,19.65,12.9,7.23,76.53,5.71,58.82,0.67,2.52,65.91,45.45,27.27,41.98,50.0,66.67,6.98,6.56,0.0,36.36,42.11,100.0
10.12,26.09,19.1,16.83,10.07,72.57,9.52,46.43,1.41,1.96,60.87,47.83,50.0,44.8,43.33,28.57,5.66,5.13,0.0,36.36,0.0,50.0
24.01,23.29,18.42,11.32,7.19,76.29,7.59,68.42,1.16,1.78,60.38,48.33,62.5,30.14,20.0,33.33,10.2,10.91,10.34,66.67,0.0,0.0
-11.61,24.43,20.69,10.24,9.26,83.62,5.7,60.0,0.24,2.2,65.0,54.84,44.44,38.96,47.62,25.0,8.05,17.65,3.57,41.18,50.0,50.0
-14.42,25.67,5.93,25.67,2.55,92.19,1.66,73.33,18.99,2.97,58.18,83.33,0.0,54.08,63.64,28.57,12.37,8.16,17.14,66.67,71.43,50.0
-12.91,26.98,16.13,16.1,5.32,85.07,4.67,90.0,8.42,2.78,55.56,34.78,33.33,36.08,45.0,50.0,16.52,8.51,0.0,77.78,100.0,50.0
19.15,32.22,23.53,21.34,10.86,62.4,9.69,72.73,2.05,2.1,56.56,60.0,80.0,32.65,36.36,20.0,18.18,11.11,3.57,22.22,40.0,0.0
-10.86,31.38,18.72,30.08,5.74,66.54,2.82,68.42,0.81,1.43,44.75,55.81,56.25,50.0,65.12,50.0,0.0,0.0,0.0,30.0,50.0,0.0
-1.65,33.22,19.15,25.89,6.57,70.11,9.96,53.85,6.51,3.51,70.0,37.5,50.0,58.62,45.0,0.0,2.92,5.71,10.53,50.0,40.0,50.0
-28.9,34.95,24.92,24.54,16.01,58.29,18.13,51.43,1.65,2.5,78.19,52.05,50.0,23.18,28.57,58.33,16.96,19.67,9.38,16.67,75.0,100.0
0.99,23.98,19.92,11.12,9.7,74.4,13.4,63.33,0.12,1.99,60.71,32.79,75.0,47.56,14.29,33.33,6.52,7.41,3.57,22.22,50.0,0.0
13.73,25.82,21.92,10.47,7.92,84.91,4.35,66.67,0.42,1.46,41.59,51.72,33.33,27.71,38.46,75.0,14.14,12.0,0.0,40.0,0.0,100.0
-17.3,26.23,20.59,16.95,10.78,61.32,11.22,55.17,0.19,2.35,60.93,56.58,33.33,45.45,46.15,100.0,9.01,12.5,4.0,37.5,60.0,50.0
-40.65,38.31,21.2,38.62,2.62,55.74,4.36,50.0,3.43,0.92,27.04,66.67,62.5,34.11,35.05,28.57,2.93,0.84,2.38,0.0,28.57,0.0
3.16,20.33,13.47,15.69,3.62,80.33,6.15,66.67,1.06,1.33,65.85,45.65,54.55,30.56,41.18,20.0,4.0,6.25,0.0,40.0,50.0,0.0
-19.0,28.3,22.85,14.3,10.06,77.18,5.47,79.41,0.0,2.41,55.92,59.77,59.26,32.2,51.52,80.0,11.01,11.76,5.88,36.36,33.33,100.0
4.06,18.86,16.15,7.01,9.33,76.47,16.15,68.97,0.31,2.44,46.67,68.57,54.55,41.3,45.45,25.0,3.51,2.78,8.33,16.67,50.0,0.0
-1.38,26.15,21.7,12.19,10.86,76.64,10.14,57.14,0.06,2.27,71.05,46.74,50.0,34.78,47.06,25.0,13.45,14.55,9.09,26.09,33.33,100.0
13.63,31.19,20.7,23.42,8.83,75.73,5.17,44.83,2.05,1.82,64.5,54.41,52.94,46.75,48.65,28.57,4.79,3.66,6.67,14.29,50.0,100.0
-10.4,28.31,22.07,18.26,9.81,64.47,7.33,66.67,0.47,1.91,49.1,60.0,64.29,41.27,55.56,40.0,9.65,4.55,0.0,25.0,0.0,33.33
-0.15,19.13,15.52,9.98,9.18,72.67,10.3,56.67,0.8,1.99,55.15,39.47,50.0,53.73,54.55,0.0,9.76,16.98,14.29,0.0,50.0,0.0
16.85,26.43,24.08,8.97,11.45,71.43,7.14,57.69,0.0,2.03,48.04,53.25,73.68,35.29,31.58,50.0,4.82,7.69,9.52,18.18,0.0,100.0
-31.18,36.21,29.77,19.39,14.66,61.51,15.58,51.16,0.0,3.16,83.17,64.49,60.61,26.28,21.43,50.0,28.04,31.11,8.0,40.91,33.33,33.33
-7.7,37.61,25.36,30.71,13.22,54.19,6.45,53.06,2.48,3.05,68.24,69.07,38.24,50.0,41.67,50.0,15.63,11.11,8.51,21.43,40.0,50.0
-14.93,28.43,21.11,16.88,9.02,77.27,7.62,52.0,1.39,2.13,64.25,33.9,66.67,32.43,46.43,33.33,7.14,8.89,0.0,50.0,83.33,50.0
5.45,24.9,19.87,12.91,8.75,77.33,4.09,69.23,0.69,2.88,72.14,33.85,38.46,47.95,29.41,16.67,11.11,2.94,8.0,87.5,60.0,50.0
-2.41,19.46,16.16,9.62,7.71,75.51,14.13,30.77,0.25,2.7,82.69,47.54,27.27,50.85,40.0,0.0,3.51,7.69,9.09,55.56,0.0,50.0
-20.64,17.08,15.22,6.13,5.75,82.19,8.57,33.33,0.0,2.68,59.07,53.23,40.0,36.59,71.43,0.0,4.44,4.65,0.0,66.67,40.0,0.0
-33.3,27.65,15.48,29.26,2.99,63.68,3.27,62.5,0.91,1.29,32.47,70.59,25.0,30.96,37.29,36.36,16.67,12.5,4.55,33.33,44.44,100.0
-12.94,33.8,25.25,21.07,14.31,64.8,7.88,36.84,2.12,4.46,72.4,64.62,42.11,50.0,35.0,83.33,20.0,16.36,7.69,45.0,40.0,50.0
13.62,26.75,21.91,11.08,9.36,77.13,6.11,66.67,1.78,1.98,68.78,45.88,68.75,42.5,28.57,50.0,7.22,7.27,2.38,50.0,0.0,0.0
13.57,22.29,18.73,9.61,8.65,80.0,7.33,65.52,0.26,2.95,73.02,56.72,54.55,42.86,29.41,100.0,9.64,3.03,0.0,72.73,100.0,0.0
-13.59,28.17,21.23,17.41,12.82,66.37,6.45,43.9,1.71,1.88,55.31,52.17,72.73,48.76,42.11,60.0,6.78,3.85,4.76,30.0,42.11,0.0
-11.51,27.15,12.0,29.62,4.11,66.17,1.03,45.45,8.41,1.17,35.59,36.36,100.0,37.84,41.27,50.0,5.61,18.84,0.0,0.0,0.0,100.0
-17.36,45.61,18.88,49.59,4.47,46.84,1.8,64.29,12.43,3.33,57.35,70.0,56.0,60.19,46.81,40.0,4.42,10.96,11.9,40.0,62.5,100.0
-12.62,31.35,19.69,25.19,4.0,76.05,2.14,72.73,2.82,1.14,52.5,65.31,18.18,38.25,17.86,40.91,1.89,6.25,2.17,50.0,16.67,50.0
23.63,26.34,19.67,17.98,6.53,63.51,9.8,56.25,0.83,1.56,54.85,47.37,45.45,32.85,46.88,42.86,8.73,13.11,5.56,50.0,0.0,50.0
4.37,23.82,17.52,16.63,6.26,76.09,2.76,70.59,0.25,1.92,54.21,43.14,36.36,53.7,39.29,50.0,6.67,1.89,0.0,60.0,0.0,50.0
25.74,21.09,17.3,9.64,8.29,87.5,5.7,76.47,0.06,2.33,51.17,51.67,42.86,52.63,50.0,0.0,15.84,3.7,8.0,0.0,0.0,50.0
10.29,25.7,21.16,13.32,10.4,71.89,8.47,55.56,0.39,1.79,66.14,32.2,33.33,46.6,56.0,25.0,4.5,1.72,8.0,36.36,80.0,50.0
15.81,26.85,23.33,9.04,9.9,79.11,7.87,50.0,0.83,1.88,48.31,50.0,78.57,25.0,47.83,50.0,9.28,5.45,4.76,43.75,42.86,50.0
-20.91,23.86,16.86,18.29,5.1,72.87,4.47,52.63,0.9,1.74,63.04,43.14,64.29,31.53,62.86,83.33,7.48,3.51,0.0,40.0,16.67,66.67
-15.98,23.26,18.96,12.5,9.3,72.73,8.96,50.0,0.26,2.27,68.06,52.24,52.94,42.86,47.62,50.0,10.62,10.42,8.7,63.64,25.0,50.0
-14.89,34.32,24.59,24.16,11.29,63.09,7.11,53.85,1.38,2.49,72.54,76.4,44.12,43.09,39.47,60.0,9.4,20.0,0.0,53.85,50.0,60.0
-47.88,36.12,20.21,34.06,6.27,52.28,7.46,39.39,6.84,1.96,70.85,62.5,18.75,38.93,30.51,54.55,13.11,10.0,15.91,58.82,22.22,0.0
9.37,27.14,21.91,12.84,9.79,76.1,13.09,69.77,0.59,2.03,67.58,66.15,40.0,35.06,38.1,50.0,13.33,6.9,0.0,50.0,40.0,0.0
-11.45,37.27,19.9,35.55,6.62,49.56,6.19,33.33,7.92,1.48,73.79,62.12,65.0,30.56,38.04,40.0,3.08,1.14,7.41,40.0,0.0,50.0
-2.15,18.4,14.14,10.1,5.25,82.58,5.75,66.67,0.86,2.33,44.52,68.18,66.67,51.32,42.86,25.0,1.23,0.0,7.69,50.0,42.11,50.0
-1.37,30.41,17.96,31.43,3.29,56.6,1.98,63.16,1.25,1.5,39.39,48.39,40.0,57.51,40.48,50.0,4.55,5.26,0.0,40.0,42.11,66.67
4.21,27.76,15.53,19.12,9.87,71.35,12.34,38.89,11.54,2.29,65.33,82.5,60.0,41.23,39.39,22.22,6.19,21.28,8.0,62.5,71.43,0.0
0.23,19.96,15.86,11.25,8.71,67.18,14.36,40.91,0.27,2.58,74.68,67.44,45.45,34.62,35.71,50.0,17.39,10.0,0.0,25.0,60.0,50.0
-29.44,35.71,10.48,41.02,2.93,56.84,3.37,52.63,19.46,1.5,45.0,66.67,51.94104895104895,51.41,50.0,71.43,11.27,12.5,0.0,50.0,50.0,50.0
-57.19,34.16,23.15,26.72,8.28,63.22,6.44,48.39,2.02,1.67,58.08,59.68,60.0,38.79,52.17,40.0,8.02,5.88,2.38,77.78,50.0,33.33
9.43,21.17,18.69,8.07,10.01,79.58,7.41,56.52,0.0,1.63,59.12,36.21,63.64,32.69,56.25,33.33,1.43,2.33,7.69,40.0,0.0,50.0
11.51,24.75,20.89,11.04,10.2,76.42,8.46,59.09,0.59,2.82,69.85,25.71,85.71,51.39,82.35,100.0,7.32,6.38,8.33,44.44,100.0,50.0
-31.57,37.96,24.78,30.62,13.46,55.32,3.91,42.42,4.61,1.89,47.01,37.78,66.67,35.48,25.0,36.36,1.5,0.0,12.5,20.0,25.0,75.0
-12.37,18.85,12.01,16.01,3.34,77.11,5.52,60.0,1.77,2.39,76.19,51.11,66.67,46.15,54.55,66.67,3.96,9.09,0.0,44.44,33.33,100.0
-24.37,26.49,21.21,15.24,11.73,68.33,6.6,61.76,0.35,1.43,48.83,43.48,0.0,29.13,55.56,66.67,12.63,6.67,5.26,50.0,0.0,50.0
-25.19,23.19,15.09,20.2,5.88,72.32,3.03,33.33,0.48,1.62,60.61,63.33,44.44,41.18,50.0,50.0,11.02,5.08,0.0,37.5,50.0,50.0
-1.95,27.83,20.63,17.02,7.13,74.88,6.86,75.0,1.96,2.28,48.47,35.71,71.43,42.86,50.0,57.14,12.07,5.66,3.45,44.44,75.0,50.0
-5.58,23.21,19.49,10.78,7.62,76.74,6.63,60.87,0.34,2.7,66.0,60.32,58.82,43.84,63.64,40.0,12.36,8.33,0.0,26.67,75.0,100.0
14.95,23.08,19.06,9.63,8.86,84.34,8.81,72.22,0.14,2.1,50.73,55.81,70.0,26.67,47.37,50.0,12.05,23.68,11.54,41.67,33.33,50.0
-58.53,23.99,16.94,16.58,7.16,70.49,4.57,43.75,2.92,1.22,44.16,68.29,64.71,46.96,30.0,14.29,3.94,10.17,0.0,16.67,50.0,0.0
-18.21,21.89,15.13,17.51,5.5,72.99,2.37,28.57,0.61,2.2,77.78,74.36,33.33,36.84,34.38,100.0,7.37,19.15,0.0,0.0,33.33,100.0
15.94,25.43,19.48,15.44,8.42,76.84,4.81,66.67,0.28,2.22,77.53,52.86,50.0,44.25,28.57,60.0,12.12,13.33,0.0,25.0,66.67,100.0
-16.79,29.92,26.0,11.6,12.16,71.65,8.99,48.15,0.62,3.16,62.5,53.62,44.44,55.81,30.77,100.0,8.43,10.81,0.0,46.67,80.0,100.0
